1,33.890995,130.841017
2,33.891011,130.840961
3,33.891015,130.840907
4,33.891015,130.840829
5,33.891015,130.840787
6,33.891009,130.840706
7,33.891013,130.840642
8,33.891013,130.840567
9,33.890995,130.840494
10,33.89098,130.840422
11,33.890971,130.840365
12,33.890971,130.840298
13,33.891018,130.84028
14,33.891093,130.840277
15,33.891169,130.840272
16,33.891247,130.840264
17,33.891325,130.840258
18,33.891403,130.840247
19,33.891481,130.840245
20,33.891563,130.840242
21,33.891645,130.840234
22,33.891728,130.840229
23,33.891808,130.840215
24,33.891888,130.84021
25,33.891966,130.840202
26,33.89204,130.840186
27,33.892046,130.840154
28,33.892042,130.840116
29,33.892037,130.840065
30,33.892033,130.840017
31,33.892035,130.839974
32,33.892044,130.839934
33,33.892064,130.839907
34,33.892138,130.839899
35,33.8922,130.839888
36,33.892278,130.839888
37,
