0,33.892026,130.839983
1,33.892090,130.839925
2,33.892161,130.839919
3,33.892243,130.839910
4,33.892325,130.839900
5,33.892429,130.839894
6,33.892507,130.839880
7,33.892584,130.839876
8,33.892679,130.839863
9,33.892788,130.839854
10,33.892919,130.839840
11,33.893212,130.839751
12,33.893048,130.839838
13,33.893188,130.839811
14,33.893279,130.839796
15,33.893385,130.839786
16,33.893450,130.839776
17,33.893537,130.839760
18,33.893585,130.839761
19,33.893628,130.839748
20,33.893657,130.839721
21,33.893650,130.839672
22,33.893646,130.839581
23,33.893644,130.839483
24,33.893641,130.839420
25,33.893636,130.839352
26,33.893632,130.839285
27,33.893635,130.839212
28,33.893627,130.839122
29,33.893616,130.839028
30,33.893610,130.838947
31,33.893607,130.838901
32,33.893628,130.838881
33,33.893670,130.838874
34,33.893724,130.838875
35,33.893779,130.838867
36,33.893833,130.838858
37,33.893892,130.838847
38,33.893931,130.838844
